prompt,domain,quality_band,clarity,context,relevance,specificity,creativity
List issues.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a legal.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Describe quality.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Talk about standards.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Explain excellence.,content_creation,low,1.0,1.0,1.0,1.0,1.0
List criteria.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Make a quality.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe trends.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Talk about popular.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Explain viral.,content_creation,low,1.0,1.0,1.1,1.0,1.0
List topics.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a trend.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Describe innovation.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Talk about new.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Explain creative.,content_creation,low,1.0,1.0,1.0,1.0,1.0
List ideas.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Make a innovative.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe collaboration.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Talk about teamwork.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Explain partners.,content_creation,low,1.0,1.0,1.1,1.0,1.0
List benefits.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a collab.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Describe tools.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Talk about software.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Explain applications.,content_creation,low,1.0,1.0,1.0,1.0,1.0
List programs.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Make a tool.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe workflow.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Talk about process.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Explain steps.,content_creation,low,1.0,1.0,1.1,1.0,1.0
List stages.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a workflow.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Describe efficiency.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Talk about productivity.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Explain optimization.,content_creation,low,1.0,1.0,1.0,1.0,1.0
List methods.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Make a efficient.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe audience.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Talk about viewers.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Explain readers.,content_creation,low,1.0,1.0,1.1,1.0,1.0
List segments.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a audience.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Describe feedback.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Talk about comments.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Explain reviews.,content_creation,low,1.0,1.0,1.0,1.0,1.0
List types.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Make a feedback.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe growth.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Talk about expansion.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Explain development.,content_creation,low,1.0,1.0,1.1,1.0,1.0
List strategies.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a growth.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Describe metrics.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Talk about numbers.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Explain statistics.,content_creation,low,1.0,1.0,1.0,1.0,1.0
List data.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Make a metric.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe success.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Talk about achievement.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Explain results.,content_creation,low,1.0,1.0,1.1,1.0,1.0
List factors.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a success.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Teach something.,education,low,1.0,1.0,1.1,1.0,1.0
Talk about school.,education,low,1.0,1.0,1.0,1.0,1.1
Describe class.,education,low,1.0,1.0,1.0,1.0,1.0
Summarize a lecture.,education,low,1.0,1.0,1.0,1.0,1.1
Talk about homework.,education,low,1.0,1.0,1.0,1.0,1.0
List classroom rules.,education,low,1.0,1.0,1.0,1.0,1.0
Describe a school event.,education,low,1.0,1.0,1.0,1.0,1.1
Explain a topic briefly.,education,low,1.0,1.0,1.1,1.0,1.0
Make a lesson plan.,education,low,1.0,1.0,1.0,1.0,1.0
Define a term.,education,low,1.0,1.0,1.0,1.0,1.1
Name classroom supplies.,education,low,1.0,1.0,1.0,1.0,1.0
Describe a teacher.,education,low,1.0,1.0,1.0,1.0,1.0
Discuss school timings.,education,low,1.0,1.0,1.0,1.0,1.0
Talk about recess.,education,low,1.0,1.0,1.0,1.0,1.0
Describe a library visit.,education,low,1.0,1.0,1.0,1.0,1.1
Explain a subject.,education,low,1.0,1.0,1.0,1.0,1.0
List subjects in school.,education,low,1.0,1.0,1.0,1.0,1.0
Describe a lab session.,education,low,1.0,1.0,1.0,1.0,1.0
Talk about school rules.,education,low,1.0,1.0,1.0,1.0,1.0
Explain classroom seating.,education,low,1.0,1.0,1.0,1.0,1.0
Describe school bus.,education,low,1.0,1.0,1.0,1.0,1.1
Talk about school canteen.,education,low,1.0,1.0,1.0,1.0,1.0
List school clubs.,education,low,1.0,1.0,1.0,1.0,1.0
Describe sports day.,education,low,1.0,1.0,1.0,1.0,1.0
Explain graduation day.,education,low,1.0,1.0,1.0,1.0,1.0
Describe a school project.,education,low,1.0,1.0,1.0,1.0,1.1
Talk about school holidays.,education,low,1.0,1.0,1.0,1.0,1.0
Explain school uniform.,education,low,1.0,1.0,1.0,1.0,1.0
Describe school assembly.,education,low,1.0,1.0,1.0,1.0,1.0
List school staff.,education,low,1.0,1.0,1.0,1.0,1.0
Explain morning routine.,education,low,1.0,1.0,1.0,1.0,1.0
Describe field trip.,education,low,1.0,1.0,1.0,1.0,1.1
Talk about school fees.,education,low,1.0,1.0,1.0,1.0,1.0
Explain school library rules.,education,low,1.0,1.0,1.0,1.0,1.0
Write a Hello World program.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Copy code from a tutorial.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Open an IDE.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Explain syntax errors.,software_engineering,low,1.0,1.0,1.0,1.0,1.1
Build a simple form.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Check code formatting.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Write a function.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Run a compiler.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Explain comments in code.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Create a basic variable.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Use a loop.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Call a function.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Import a library.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Save a file.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Compile code.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Debug a simple error.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Write a print statement.,software_engineering,low,1.0,1.0,1.0,1.0,1.1
Explain data types.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Create a placeholder app.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Use an editor.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Install a package.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Run a script.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Write a class stub.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Create a template file.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Check code style.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Use a debugger.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Write a stub function.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Explain IDE shortcuts.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Copy example code.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Open a terminal.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Run a command.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Check console output.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Describe an error message.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Explain file extension.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
List programming languages.,software_engineering,low,1.0,1.0,1.0,1.0,1.0
Write a generic social media post.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Make a blank slide.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe an empty idea.,content_creation,low,1.0,1.0,1.0,1.0,1.1
Copy text from a website.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a placeholder image.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Write a dummy article.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe a logo.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Make a mock title.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a sample paragraph.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Write a sample tweet.,content_creation,low,1.0,1.0,1.0,1.0,1.0
List generic hashtags.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Make an empty video script.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a placeholder story.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe an idea vaguely.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Write a filler post.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create dummy content.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Make a blank template.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe an empty graphic.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Write a placeholder caption.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a sample banner.,content_creation,low,1.0,1.0,1.0,1.0,1.0
List stock image ideas.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Write a generic blog title.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe an empty project.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Make a dummy slide.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a placeholder chart.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Write a filler description.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe a sample layout.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Make a blank storyboard.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create dummy text content.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Write a placeholder heading.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe a template image.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Make a generic flyer.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Create a dummy social post.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Write a blank newsletter.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Describe a sample design.,content_creation,low,1.0,1.0,1.0,1.0,1.0
Map a curriculum for critical thinking exercises for a 45-minute session.,education,mid,7.0,5.9,5.9,5.1,5.7
Facilitate peer review for critical thinking exercises with classroom examples.,education,mid,6.5,6.0,5.5,5.4,5.7
Design microlearning modules on collaborative projects including assessment criteria aligned to learning outcomes. Include examples.,education,mid,6.2,5.6,6.6,5.8,4.6
Analyze GraphQL schemas with diagrams with security audit checklist. Use real-world examples.,software_engineering,mid,6.0,5.0,5.3,5.7,5.4
Configure CI/CD for Kubernetes with detailed bug analysis including alternative implementations.,software_engineering,mid,6.5,5.7,6.4,6.5,4.7
Draft a content strategy for infographic design with measurable KPIs covering SEO best practices. Use real-world examples.,content_creation,mid,6.7,6.8,6.0,5.4,4.9
Analyze OpenID Connect with code examples with code review notes. Provide step-by-step guidance.,software_engineering,mid,5.0,6.4,6.9,6.6,4.6
Plan a flipped classroom session on collaborative projects including real-world examples. Use real-world examples.,education,mid,6.6,5.7,6.2,5.6,4.2
Implement TypeScript types with detailed bug analysis. Use real-world examples.,software_engineering,mid,5.4,5.8,5.7,6.5,5.1
Evaluate architecture of Django ORM including deployment steps.,software_engineering,mid,5.4,6.9,6.4,6.2,4.6
Assess security for Kubernetes with code examples.,software_engineering,mid,6.4,6.9,5.3,6.3,6.0
Write unit tests for CI/CD pipelines with code review notes. Consider edge cases.,software_engineering,mid,6.0,6.9,6.2,5.5,5.2
Create an editorial plan for viral hooks with audience personas for a product launch. Consider edge cases.,content_creation,mid,5.0,5.6,6.5,6.9,5.0
Analyze outcomes of microlearning with learning analytics suggestions with differentiated activities. Include examples.,education,mid,6.8,6.4,6.7,5.1,4.5
Explain fundamentals of flipped classroom models including assessment criteria.,education,mid,5.3,6.5,5.2,5.1,4.4
Design visual assets for conversion copywriting with measurable KPIs.,content_creation,mid,6.9,5.8,5.6,5.8,4.7
Outline a guide on visual storytelling for a product launch.,content_creation,mid,6.8,5.4,5.8,6.0,5.7
Create scaffolding materials for blended learning with scaffolding guides with learning analytics suggestions.,education,mid,6.0,5.8,6.0,5.1,4.6
Write teacher notes about gamified learning with remediation ideas covering collaborative projects.,education,mid,6.5,6.9,6.7,6.5,4.8
Draft a proposal for feature toggles with testing strategies for a production environment.,software_engineering,mid,5.5,5.4,6.1,6.4,4.5
Create a lesson plan on flipped classroom models with competency tracking.,education,mid,6.4,5.2,5.3,5.3,5.5
Summarize research on learning outcomes using active learning.,education,mid,6.3,6.7,6.9,6.4,4.7
Summarize best practices for caching strategies step by step. Focus on practical applications.,software_engineering,mid,6.8,6.2,6.2,5.9,4.4
Plan a flipped classroom session on competency frameworks covering collaborative projects.,education,mid,6.1,6.9,6.1,6.7,4.0
Create scaffolding materials for inclusive pedagogy with peer evaluation.,education,mid,6.8,5.8,6.8,5.6,4.4
Summarize best practices for end-to-end testing step by step with diagrams.,software_engineering,mid,5.8,6.0,6.8,5.8,5.4
Summarize research on inclusive pedagogy including formative checks. Explain to a beginner.,education,mid,6.2,6.4,5.4,6.6,4.3
Map a curriculum for inclusive pedagogy for high school students including formative checks. Include examples.,education,mid,6.6,5.3,6.7,6.9,5.9
Investigate memory leaks in monolith migration with code review notes including pros and cons. Highlight potential pitfalls.,software_engineering,mid,6.3,5.3,6.7,6.4,5.1
Plan a migration for unit testing with diagrams. Focus on practical applications.,software_engineering,mid,5.6,5.6,6.2,6.1,5.7
Design a rubric for instructional scaffolding with peer evaluation with classroom examples. Provide step-by-step guidance.,education,mid,5.1,5.5,6.1,6.9,5.9
Analyze Docker containers with code review notes with detailed bug analysis. Suggest best practices.,software_engineering,mid,5.6,6.4,6.0,5.9,4.1
Create a lesson plan on collaborative projects for high school students with microlearning exercises. Highlight potential pitfalls.,education,mid,6.1,5.7,5.3,5.7,4.4
Design visual assets for visual storytelling including editorial calendar. Provide step-by-step guidance.,content_creation,mid,6.1,6.2,5.4,5.8,4.8
Write a blog post about keyword clustering with storytelling frameworks.,content_creation,mid,6.4,5.7,5.0,6.3,5.7
Create interactive quizzes for visual storytelling with engagement metrics.,content_creation,mid,6.2,5.7,6.6,5.1,5.1
Audit content for YouTube scripts with A/B testing suggestions.,content_creation,mid,7.0,6.2,6.9,5.0,4.3
Develop email campaigns for content gap analysis covering multichannel strategy with visual references. Use real-world examples.,content_creation,mid,6.0,5.4,6.0,5.6,5.7
Analyze trends in social media hooks with visual references including conversion optimization tips.,content_creation,mid,5.9,6.0,5.2,7.0,4.7
Develop gamified exercises on microlearning including assessment criteria with competency tracking. Consider edge cases.,education,mid,6.8,5.9,5.7,6.1,5.8
Automate deployment for event-driven systems with CI/CD pipeline setup. Use real-world examples.,software_engineering,mid,5.9,5.6,6.0,5.1,5.8
Design adaptive learning modules for edtech tools with peer evaluation. Include examples.,education,mid,5.0,6.6,6.3,5.9,5.5
Configure CI/CD for React state management with architecture diagrams including pros and cons. Provide step-by-step guidance.,software_engineering,mid,6.0,5.4,6.8,6.7,5.6
Write educational guides for instructional design patterns with peer evaluation.,education,mid,7.0,6.5,5.6,5.5,4.2
Debug unit testing with architecture diagrams including refactoring steps. Suggest best practices.,software_engineering,mid,6.6,5.2,6.2,5.3,5.0
Configure CI/CD for code reviews including deployment steps.,software_engineering,mid,6.8,6.5,6.2,5.5,4.8
Design a rubric for inclusive pedagogy with microlearning exercises for a 45-minute session. Consider edge cases.,education,mid,5.5,5.4,6.2,6.4,5.0
Produce a podcast episode on long-form articles including editorial calendar. Include examples.,content_creation,mid,6.1,6.8,5.1,6.3,4.9
Write a blog post about customer journey mapping with A/B testing suggestions including keyword research. Focus on practical applications.,content_creation,mid,6.7,5.1,6.8,6.1,5.9
Design adaptive learning modules for assessment rubrics for blended learning with differentiated activities. Explain to a beginner.,education,mid,5.8,6.9,5.6,6.4,4.1
Write educational guides for project rubrics with scaffolding guides.,education,mid,5.1,5.5,6.2,6.7,4.7
Summarize research on critical thinking exercises including formative checks with remediation ideas.,education,mid,5.2,6.3,5.4,6.3,4.4
Create interactive quizzes for social media hooks for a B2B SaaS brand covering multichannel strategy.,content_creation,mid,5.8,5.0,5.9,6.0,5.7
Summarize research on flipped classroom models including gamified exercises. Explain to a beginner.,education,mid,6.6,5.5,5.8,5.3,5.5
Generate a list of long-form articles with examples and templates. Include metrics or KPIs.,content_creation,mid,5.5,6.1,6.0,5.3,5.5
Create interactive quizzes for blog topic clusters with storytelling frameworks. Include examples.,content_creation,mid,6.9,6.4,5.2,6.1,5.3
Create an editorial plan for content repurposing with A/B testing suggestions. Suggest best practices.,content_creation,mid,6.3,6.2,5.1,5.9,4.7
Plan a migration for microservices with detailed bug analysis covering edge cases.,software_engineering,mid,5.5,6.9,6.6,5.9,4.2
Design visual assets for editorial calendars with A/B testing suggestions for a B2B SaaS brand. Suggest best practices.,content_creation,mid,6.7,5.8,6.1,5.7,5.5
Plan a flipped classroom session on classroom management with remediation ideas with differentiated activities. Consider edge cases.,education,mid,5.6,6.3,5.9,6.9,4.9
Analyze trends in customer journey mapping for email marketing. Suggest best practices.,content_creation,mid,5.9,6.2,6.1,5.2,5.7
Summarize techniques for visual storytelling including conversion optimization tips.,content_creation,mid,5.9,6.7,6.8,5.5,4.5
Summarize research on peer assessment including assessment criteria with classroom examples. Highlight potential pitfalls.,education,mid,5.3,6.5,6.1,5.5,4.1
Plan a migration for performance profiling with performance considerations. Suggest best practices.,software_engineering,mid,5.6,5.8,6.1,6.5,5.7
Review code for Kubernetes including alternative implementations including pros and cons. Include examples.,software_engineering,mid,6.0,5.8,6.8,5.4,4.9
Develop collaborative projects for instructional scaffolding using adaptive learning aligned to learning outcomes.,education,mid,6.9,5.9,5.2,5.4,4.0
Compare pedagogical methods for classroom management with scaffolding guides. Include metrics or KPIs.,education,mid,6.8,5.3,6.0,5.8,5.0
Explain Node.js with Express with debugging tips.,software_engineering,mid,6.8,5.9,6.3,5.9,4.2
Draft a unit outline on competency frameworks with peer evaluation including real-world examples. Suggest best practices.,education,mid,5.9,6.4,5.8,6.5,4.1
Create interactive quizzes for YouTube scripts with audience personas.,content_creation,mid,6.1,6.4,7.0,6.2,4.3
Create an editorial plan for social media audit with tone and style guidelines.,content_creation,mid,6.1,6.7,6.3,5.1,5.1
Generate a list of case study frameworks with measurable KPIs. Consider edge cases.,content_creation,mid,5.1,5.4,5.2,5.9,4.7
Summarize techniques for YouTube scripts including keyword research covering multichannel strategy.,content_creation,mid,5.8,5.1,5.2,5.7,4.7
Plan a webinar on SEO content pillars with measurable KPIs with interactive elements.,content_creation,mid,6.3,6.7,5.8,6.0,4.5
